ID,Yield,Tensile,Elongation,C,Mn,S,P,Ni,Cu,Nb,Vintage,Grade_Name
3690,72250.60437,86578.39234,26.42190739,0.079853246,0.934155078,0.017645464,0.013429982,0.04969175,0.149035471,0.049056985,2008.126604,X65
1349,63970.4242,78067.74925,47.71744682,0.228049146,0.640912242,0.014870837,0.010834116,0.060808409,0.152895655,0.00357853,1990.128337,X42
1485,49200,60000,34.9,0.143,0.592,0.029,0.009,0.046,0.174,0.003,1952,X46
922,40897.42192,74297.57965,31.995909,0.24912612,0.716769143,0.011146473,0.038218311,0.034651155,0.020700558,0.001061436,1977.082777,Grade B
2202,60000,81500,28.5,0.073,0.87,0.003,0.007,0.013,0.024,0.022,1982,X52
1077,59000,75500,37.6,0.185,1.07,0.007,0.005,0.013,0.024,0.001,2005,X42
504,47900,68500,36,0.233,0.389,0.01,0.005,0.038,0.042,0,1942,Grade B
1723,52914.21357,67317.04933,29.79587585,0.253491264,0.701407128,0.024206105,0.031498513,0.003897425,0.127237129,0.000347173,1960,X46
790,43360.82269,61857.75135,36.45175104,0.211652269,0.397769855,0.015468181,0.026517058,0.066929353,0.016336479,0.003315154,1928.252747,Grade B
660,51661.43916,64251.49737,31.7211645,0.249248888,0.564198779,0.025549523,0.012838882,0.087848486,0.036023712,0.001853653,1941,Grade B
3530,68724.89737,89769.08078,29.08670855,0.133723433,0.944069436,0.005193195,0.016543727,0.027046602,0.054181007,0.04310751,1989.871528,X65
3590,69650.4174,87707.00712,29.48537684,0.174007333,1.122900357,0.00945571,0.002495732,0.043780746,0.092986301,0.017528627,1968.698119,X65
537,36700,69500,43.5,0.247,0.74,0.017,0.011,0.023,0.018,0.001,1952,Grade B
2594,77374.31284,123061.9846,22.12592796,0.151141101,0.584280997,0.011254398,0.019774355,0.038400142,0.11022525,0.044644543,1957.707787,X56
1966,56000,76000,30,0.27,0.89,0.022,0.011,0.013,0.02,0.002,1966,X52
2093,61500,81500,31.2,0.018,1.17,0.012,0.008,0.016,0.008,0.001,1968,X52
1572,59337.37745,64553.45489,27.10727989,0.19495815,0.607358373,0.019256984,0.031784566,0.019662829,0.103136295,0.00187715,1973,X46
3181,69461.48567,94633.2432,26.920222,0.166428832,1.258153686,0.014183648,0.008235031,0.259921475,0.149138605,0.003996677,1973.750707,X60
2782,76657.17833,115917.9234,20.07246257,0.217726451,1.043220994,0.003630537,0.012216559,0.140527061,0.071299339,0.023768575,1951.820734,X56
1647,49298.27735,68291.16354,23.39253126,0.222954327,0.765679141,0.013943591,0.038820397,0.042082302,0.262513293,0.00012076,1947,X46
3607,73933.99511,90002.67055,24.64086727,0.141486171,1.370842441,0.009649475,0.019127389,0.040104121,0.00447945,0.037907338,1980.03954,X65
1808,55466.63862,80314.18736,26.36000009,0.223276007,0.692945858,0.02549364,0.044116462,0.01203743,0.288681395,0.001210867,1959.24114,X46
509,49100,63000,37,0.184,0.536,0.025,0.008,0.094,0.167,0.003,1968,Grade B
2438,77253.19962,90932.92078,26.83669829,0.200556962,1.020329175,0.01720203,0.009761341,0.052187782,0.103433413,0.025600284,1952.383311,X56
1473,55000,80500,25,0.28,0.872,0.017,0.006,0.014,0.29,0.001,1958,X46
36,30872.0821,52568.29096,28.93218596,0.100561671,0.358176992,0.023069435,0.013831518,0.017294929,0.012976545,0.001054849,1946,Grade A
3660,69960.40555,75599.87287,15.02216333,0.161479965,1.332059193,1.85E-06,0.015739725,0.028512629,0.033461117,0.057487067,1978.106424,X65
1410,61696.46149,75418.30104,41.08753064,0.236367488,0.668794817,0.013530953,0.010535661,0.038995466,0.108594459,0.002113751,1970.471725,X42
3604,71667.6482,86138.49113,29.66323463,0.099816945,0.91434955,0.010349618,0.008839039,0.029749758,0.007140299,0.059033581,2001.442938,X65
39,35953.48987,60543.69928,22.07293891,0.057699693,0.202075841,0.019565038,0.003223165,0.011042328,0.009301739,0.001147513,1943,Grade A
1653,60032.06908,76531.57826,23.89772592,0.231034247,0.698025249,0.022355934,0.030758337,0.037834457,0.283003467,0.002731771,1951,X46
2127,57000,72000,32.6,0.243,0.968,0.026,0.01,0.013,0.023,0.001,1981,X52
1962,60100,82000,26,0.28,1.08,0.015,0.008,0.022,0.035,0.002,1949,X52
2588,77263.13935,107733.5775,26.60816477,0.265708931,0.976918458,0.022285676,0.014520541,0.057529918,0.004676574,0.004215763,1956.435623,X56
2567,77391.43752,103446.446,22.36001778,0.231762769,0.060898419,0.024050017,0.011885201,0.065248167,0.108772646,0.004205034,1952.147601,X56
1270,57280.7432,67083.29593,20.38032557,0.224474307,0.654505991,0.020977009,0.007962314,0.027135498,0.045696307,0.000283625,1960,X42
1491,49600,69500,33.2,0.191,1.29,0.03,0.009,0.075,0.22,0.003,1961,X46
354,35220.47818,61647.33727,26.92638697,0.037612047,0.320518509,0.025254057,0.023758874,0.043325502,0.03183561,0.000871972,1948.860591,Grade A
2545,77503.55519,97480.75795,22.78342361,0.196243361,0.276544953,0.019244663,0.015793366,0.013675256,0.046573723,0.035034267,1954.527368,X56
3080,62390.43964,75937.35832,34.99128745,0.135959879,1.030100407,0.015110253,0.011006733,0.323183683,0.037373297,0.01780501,1968,X60
196,31711.59805,54996.33142,31.49091281,0.013470069,0.378650236,0.023106621,0.002299114,0.014981852,0.111659165,0.001636131,1948.531471,Grade A
1739,58499.60702,75079.81965,29.83462567,0.235756354,0.90130069,0.007783229,0.041556151,0.058573779,0.201428667,0.00235364,1952,X46
3716,76437.38785,85483.7244,21.5267073,0.20567692,1.1802143,0.010720077,0.018566187,0.000944963,0.039602621,0.063624926,1982.286713,X65
456,33045.68444,49366.94943,35.28199824,0.180793621,0.252401411,0.017201435,0.010459341,0.007087029,0.012390905,0.0003835,1943.887653,Grade A
17,35380.79389,46041.06099,17.89200717,0.154224768,0.259136209,0.015750336,0.000998807,0.009471449,0.076206613,0.000456789,1953,Grade A
1120,50300,75700,32.4,0.256,1.04,0.023,0.009,0.007,0.008,0.001,1958,X42
3002,64546.45629,98959.11823,35.46323406,0.142606719,1.333962827,0.022551867,0.007937984,0.012748675,0.098484061,0.016753023,1976,X60
271,32812.84663,51931.30204,27.77652461,0.091704127,0.279616245,0.016921384,0.004639572,0.036253958,0.070529026,0.002101395,1949.08863,Grade A
2740,76609.00293,105875.7499,26.22438497,0.227032767,1.358460385,0.01604985,0.002404826,0.046925144,0.135191193,0.019101453,1948.154917,X56
2002,58500,66000,39,0.071,0.995,0.008,0.011,0.009,0.016,0.017,1968,X52
3129,62106.71493,101651.5361,26.05240474,0.245664943,1.235952836,0.021745346,0.007686963,0.051817406,0.00793521,0.047592184,1990.346533,X60
1034,52000,78500,30.1,0.249,1.06,0.025,0.016,0.012,0.011,0.002,1952,X42
2331,65651.04279,93655.23786,24.13749495,0.2326093,1.234060821,0.01436727,0.020528176,0.130515849,0.069855942,0.008747833,1959.694141,X52
3042,61715.11464,90345.87788,33.91816775,0.18194323,1.048939782,0.008732035,0.007419285,0.304286298,0.024422085,0.014863028,1981,X60
93,31827.38762,55732.32003,30.84487844,0.154703624,0.112347438,0.013618601,0.019887319,0.020367065,0.095968294,0.000746536,1949,Grade A
3501,75582.95393,86795.45461,21.12653588,0.216862734,0.974514857,0.005331967,0.006043919,0.032427333,0.022484275,0.034470518,1996.796506,X65
3968,81070.03593,96969.55703,31.70923509,0.07540643,1.144263524,0.004007921,0.016016645,0.021979858,0.195746934,0.073662599,2011.391725,X70
801,40226.71133,62332.17739,30.98210551,0.162671575,0.916182342,0.013463224,0.043381152,0.02948821,0.044417608,0.001761707,1963.381494,Grade B
2840,77171.35353,108004.1737,26.36035021,0.193477704,1.366855988,0.031575274,0.0157384,0.103802085,0.060678957,0.02213566,1954.233452,X56
2058,57500,74500,29.5,0.206,0.796,0.027,0.014,0.061,0.114,0.002,1961,X52
516,48700,76000,27,0.227,0.795,0.024,0.012,0.027,0.025,0.001,1962,Grade B
2637,77083.57996,103827.1377,26.00723475,0.141838602,0.238952733,0.007724488,0.02282679,0.116295577,0.17266232,0.028300995,1950.078768,X56
3566,72638.80635,88422.14872,25.49420905,0.133933251,1.40101678,0.005762028,0.005838445,0.003212363,0.024616511,0.058174212,1990.498157,X65
794,41254.52629,65625.59529,30.40931864,0.218359235,0.391781052,0.025984822,0.005640521,0.001895253,0.054719715,0.002557844,1962.330976,Grade B
3004,62002.5975,89284.59481,31.08376086,0.136923558,1.261062499,0.020852973,0.011070422,0.184669346,0.091865483,0.019172147,1980,X60
2465,76864.44236,93523.5303,25.15138755,0.204101658,1.014523193,0.022036542,0.016730486,0.06390404,0.076386993,0.01791754,1952.385016,X56
1149,55481,69483,28.9,0.246,0.792,0.024,0.008,0.023,0.059,0.001,1966,X42
3579,73058.17143,85652.7473,29.88410073,0.198060466,1.044362598,0.006061552,0.013538358,0.047892468,0.034317377,0.045027962,1983.551133,X65
970,45800,70500,30,0.24,0.73,0.026,0.013,0.023,0.12,0,1953,X42
12,35539.53712,44851.94979,42.17406144,0.096758833,0.602202189,0.013404166,0.016315071,0.010979859,0.087029488,0.000972529,1946,Grade A
4214,80997.12246,96462.94879,30.76353325,0.008160466,1.471149128,0.004082063,0.014821651,0.105944379,0.289020369,0.077165395,2006.060329,X70
179,35389.90577,52282.26044,32.84187136,0.079246941,0.587729943,0.019468933,0.005745587,0.000870424,0.101822909,1.40E-05,1945.966268,Grade A
2614,77580.84939,112734.8701,23.77159162,0.242237049,0.613006868,0.014272303,0.022263865,0.047268856,0.086999764,0.015798538,1949.262438,X56
3236,72847.34963,82635.12377,26.76098383,0.15391704,0.949852236,0.010097527,0.007726277,0.300367613,0.172409871,0.010877045,1968.27761,X60
3328,87000,98500,28.4,0.042,1.58,0.003,0.011,0.048,0.132,0.051,2006,X65
253,33599.92165,52974.00641,48.49449976,0.090313722,0.484439386,0.018803115,0.016448253,0.026807776,0.091068356,0.001067732,1944.941692,Grade A
1721,59663.14354,78299.94943,23.35370183,0.276705564,0.932699036,0.018807509,0.044942019,0.067364533,0.038899817,0.001174145,1960,X46
4116,81147.4174,88058.81701,28.37733572,0.063530721,1.552405371,0.002575229,0.007821227,0.052364,0.088301099,0.05275161,2010.429558,X70
860,45546.96002,62944.47477,30.68315815,0.25734258,1.009295427,0.020011018,0.004186863,0.11101133,0.041829962,0.001834484,1976.693009,Grade B
2585,77302.69291,94077.86497,23.80348372,0.130509813,0.497618567,0.010167208,0.009084903,0.063930652,0.074820511,0.009932707,1956.527451,X56
2701,77732.08259,123911.7579,26.22642908,0.084842101,0.681117004,0.009458527,0.000552849,0.034243824,0.048561385,0.014664466,1940.807005,X56
2501,76972.73416,95952.73425,25.27092328,0.21184981,1.09725173,0.016714839,0.014564198,0.07035633,0.09494023,0.022752256,1953.369556,X56
2604,76783.9165,85912.47827,25.1414507,0.235842021,1.355318711,0.010004012,0.004545843,0.037715494,0.039279822,0.014064581,1951.949103,X56
1319,44680.61488,80363.70601,21.14600379,0.277443964,0.778555536,0.019260177,0.023586785,0.074964063,0.276845703,0.003606794,1971.955017,X42
4130,82322.94701,95596.3524,29.98597162,0.062047528,1.574373529,0.00261731,0.008117729,0.061189756,0.202178814,0.055926803,2005.971419,X70
1394,44504.08441,75186.16831,34.09530208,0.208947326,1.14685029,0.022153854,0.022603243,0.020727161,0.253698413,0.004862251,1976.892764,X42
3688,71585.57484,92054.05418,22.90893016,0.174451073,1.611019012,0.017113386,0.01999699,0.010855862,0.061085189,0.059627522,2005.386907,X65
1363,61168.62057,68555.07777,31.55880708,0.193483333,0.388948777,0.016677199,0.019409626,0.054934438,0.100892879,0.001748559,1996.125152,X42
3737,70271.20281,84249.64025,29.95883123,0.094908927,1.641246732,0.011641481,0.017240318,0.020184456,0.023721577,0.057582186,2000.185152,X65
1014,43100,69500,36.9,0.221,0.805,0.019,0.007,0.006,0.01,0.001,1948,X42
954,44472.43372,68252.78497,36.99746281,0.211742216,0.915103916,0.017230685,0.000597164,0.067668188,0.07569948,0.00218235,1928.70607,Grade B
3295,71779.02379,108305.3762,24.83018281,0.173326979,1.214676478,0.013207758,0.006389343,0.244213526,0.03542948,0.002863718,1989.615872,X60
3820,80530.2856,92259.58725,28.94069695,0.046386736,1.134491195,0.003184326,0.014350454,0.078734179,0.117948039,0.079210727,2008.380261,X70
3029,74398.12417,94408.40263,32.69763928,0.254925395,1.337125758,0.022180841,0.006319269,0.365556315,0.170611036,0.009367235,1967,X60
2421,76699.17934,102814.2189,24.63538603,0.212957205,1.153107569,0.020808133,0.013207519,0.058187546,0.094104119,0.016569302,1952.395196,X56
1875,54212.14262,70591.12254,24.11985842,0.255964645,0.880785924,0.019732262,0.037817533,0.048868326,0.312122414,0.000819808,1962.181226,X46
4098,80643.69984,86999.03592,28.03754598,0.025623163,1.166856533,0.002769158,0.01314879,0.093398845,0.276732391,0.068725438,2012.027679,X70
356,34207.20146,58804.71276,9.979457413,0.041889794,0.610889905,0.01533793,0.012200988,0.025122093,0.071907282,0.000451771,1950.616118,Grade A
1652,55531.69669,79073.28084,25.1388863,0.22842487,0.708798414,0.019432056,0.060113353,0.003987692,0.149811834,0.00226643,1952,X46
1437,62156.36654,72744.41369,46.65455224,0.249765801,1.159271609,0.026696033,0.015038022,0.015920467,0.201817821,0.003676991,1961.933951,X42
2675,76781.54761,100956.2968,13.504391,0.255004281,1.086052097,0.007436821,0.01267881,0.094851016,0.158582553,0.007993208,1951.722175,X56
1217,59519.1449,66142.73329,23.02307708,0.146798407,0.716262975,0.017535085,0.004620645,0.035247306,0.120362326,0.000365904,1943,X42
682,37380.99977,74870.28663,32.36663562,0.218299617,0.597202276,0.013893174,0.010048621,0.00061218,0.007959355,0.001623995,1960,Grade B
3437,73397.37374,88901.93453,29.93650214,0.09109887,1.018869644,0.008677835,0.015857763,0.000334835,0.005453513,0.027449632,2001.744149,X65
1584,50627.46866,73943.37622,29.41997537,0.234283996,0.729742609,0.024033244,0.029132062,0.019072436,0.23314786,0.000667819,1957,X46
2880,60800,89000,27,0.18,1.32,0.016,0.014,0.02,0.03,0.01,1968,X60
2140,60500,86000,33.1,0.264,1.13,0.013,0.012,0.014,0.028,0.001,1967,X52
4031,79112.36649,88311.46659,30.98923572,0.022901066,0.86958143,0.00202176,0.011460597,0.051791477,0.217592475,0.091719317,2011.064099,X70
2018,59000,74000,22,0.233,0.98,0.022,0.013,0.031,0.093,0.001,1957,X52
113,34766.78731,56671.05693,34.39842627,0.020325747,0.455479783,0.014159789,0.004765206,0.024522317,0.105276114,0.001210137,1953,Grade A
951,45492.30369,76520.8989,29.8867645,0.210224299,0.728334638,0.017436342,0.016437307,0.038726827,0.036955264,0.000630356,1934.475106,Grade B
2732,76776.86284,100884.5348,28.4486393,0.250244556,0.987650771,0.015219478,0.019046468,0.067175901,0.122585617,0.0346024,1952.429795,X56
2268,55683.61737,89603.89924,28.19662113,0.207978076,1.229159148,0.017618368,0.007949037,0.009806962,0.27517216,0.007963238,1955,X52
3235,73919.47187,92773.1983,28.40059071,0.146181027,0.921983694,0.020155041,0.010330185,0.176505358,0.041756676,0.01094705,1990.045152,X60
3231,76225.61798,94296.60373,24.69755338,0.127905185,0.816845309,0.016873538,0.004021905,0.298773749,0.165371097,0.017289917,1970.007598,X60
157,36991.4032,54501.42127,35.52453587,0.028545014,0.589660032,0.02618088,0.017667204,0.049225436,0.020544958,0.001736931,1939.930239,Grade A
1248,52809.12066,67696.74141,27.6519368,0.242075063,0.985584186,0.012974255,0.008826358,0.065361754,0.041912297,0.005581989,1942,X42
2175,61500,80700,30.6,0.202,1.15,0.019,0.015,0.032,0.038,0.001,1948,X52
1191,53598,72346,27.8,0.234,0.936,0.019,0.014,0.067,0.048,0.001,1948,X42
750,44915.39005,72745.07558,36.80506445,0.217702005,0.643988535,0.02498739,0.024642793,0.028898004,0.016624061,0.002960104,1938.706128,Grade B
2242,64252.11888,81779.21855,28.54651674,0.198513643,1.291737003,0.0009941,0.019264959,0.040406163,0.118269923,0.027401843,1955,X52
1405,60001.23873,67581.7077,43.00784153,0.202167568,0.96452718,0.021085083,0.006836159,0.036350137,0.175211284,0.002811348,1977.904888,X42
3239,61074.87576,93398.96379,32.49701953,0.213711964,1.30549844,0.01536524,0.013231769,0.246176386,0.114300623,0.032205548,1966.26817,X60
3668,73354.68286,86072.76085,24.33142324,0.057944168,1.523479965,0.018376874,0.016084374,0.046613005,0.098785639,0.05403138,1993.236124,X65
1690,56088.84186,73476.79153,31.05437182,0.262621831,0.688147365,0.018483097,0.050605796,0.005164719,0.244341533,0.002387836,1962,X46
1949,58500,83000,23.3,0.24,1.18,0.022,0.013,0.073,0.1,0.004,1948,X52
3005,73416.66277,79802.66726,36.10679743,0.226373133,0.959607824,0.01660615,0.005240171,0.313317663,0.103013855,0.011982592,1977,X60
1613,49701.63192,71819.90164,25.23461331,0.2080045,0.649400601,0.029154634,0.004545712,0.074899674,0.285158684,0.000433396,1954,X46
336,34700.21174,56518.68094,32.00227038,0.055646488,0.439249669,0.027181179,0.004845439,0.02452966,0.056380436,0.000270804,1947.551128,Grade A
3940,78109.53343,92689.02804,25.59428255,0.051714634,1.144164465,0.002135264,0.010689107,0.009824681,0.258915457,0.039090011,2016.548145,X70
3061,62505.19072,88754.74254,23.14277994,0.237203805,1.305158985,0.020297181,0.013407351,0.329006691,0.144894618,0.000185057,1966,X60
4047,81067.82073,95904.33553,33.36612688,0.056379038,1.424986124,0.004021492,0.011795735,0.047269491,0.268657813,0.049893263,2013.632076,X70
1119,60200,73000,28.2,0.094,0.753,0.014,0.007,0.008,0.021,0.018,1982,X42
3845,81635.83653,97203.71873,31.38326614,0.034169862,0.975904258,0.00273194,0.011749768,0.073770156,0.259053619,0.053720099,2015.033274,X70
1179,57400,69400,31.5,0.21,0.602,0.029,0.005,0.074,0.225,0.001,1970,X42
129,34281.12635,59815.66667,26.0894335,0.07788227,0.508192612,0.01942912,0.009271998,0.019296855,0.068152632,0.000851425,1949,Grade A
3549,73669.24055,92008.93808,24.09770178,0.084185641,1.539830912,0.001596405,0.014562423,0.005789927,0.002592421,0.059046751,1984.938718,X65
3843,79813.94232,87387.62456,34.56922973,0.01890216,1.369740782,0.003417926,0.014833983,0.037262711,0.080025458,0.059761136,2008.219126,X70
3538,74795.76709,91034.32942,21.92873384,0.14455465,1.348973948,0.022305665,0.019393368,0.011299114,0.015646027,0.033059759,1992.985814,X65
1815,50579.30677,76322.5625,22.63441942,0.227002332,0.758869363,0.01978953,0.04283909,0.040846286,0.331164743,0.002039637,1966.668802,X46
821,42641.9302,77621.64669,37.307917,0.252379502,0.046169136,0.024410569,0.009076084,0.121272087,0.016655682,0.002618574,1949.364379,Grade B
836,51427.86301,75215.69859,40.3859428,0.254390231,0.513702276,0.018379758,0.045319972,0.086047203,0.063688897,0.002273028,1977.86352,Grade B
643,43115.02663,69266.39471,35.67844282,0.186479876,0.493005721,0.019281267,0.024207013,0.109111134,0.036764501,0.00010399,1989,Grade B
4110,78871.00541,93034.38458,29.6627052,0.07028143,1.551994241,0.004115733,0.013504987,0.007154158,0.176908049,0.072508795,2011.618179,X70
2847,77166.15422,103186.1328,25.81651497,0.18820766,0.67263532,0.021068322,0.01018278,0.061782355,0.154419849,0.026707691,1958.097845,X56
1859,47019.26693,78089.79108,32.44160847,0.187961767,0.792099257,0.021205123,0.044372445,0.014226695,0.326015408,0.0014516,1961.711467,X46
4086,81096.31797,97039.31701,30.33322061,0.054562384,1.117411807,0.005706204,0.0144163,0.011848586,0.214714079,0.043193021,2013.789057,X70
2484,77248.50029,105954.9245,25.28264792,0.229326557,1.100941369,0.023027654,0.013196954,0.066574221,0.131919852,0.023711267,1953.155297,X56
2862,65000,89500,28.6,0.245,1.31,0.024,0.011,0.03,0.024,0.014,1983,X60
1981,54500,71000,33,0.191,0.85,0.019,0.008,0.016,0.033,0.028,1970,X52
2067,62000,78500,30.4,0.251,1.03,0.012,0.012,0.015,0.009,0.017,1968,X52
4181,78264.25542,91398.82339,28.71384605,0.080178948,1.307107019,0.002537368,0.016077395,0.084858431,0.218879998,0.079980912,2011.468094,X70
607,60700,82300,29,0.185,0.465,0.03,0.093,0.004,0.011,0.001,1950,Grade B
148,36999.22946,55791.82652,31.19106165,0.023572253,0.576351816,0.023421883,0.008271557,0.022474277,0.097870916,0.001778564,1953.708962,Grade A
1718,60007.4357,73494.21424,33.36684231,0.253484161,0.911622118,0.020934253,0.039612718,0.060967547,0.265967716,0.003240637,1960,X46
1094,45100,71500,39.6,0.245,0.542,0.014,0.009,0.021,0.003,0.001,1979,X42
3534,70540.60615,79719.01931,24.34992276,0.072986898,1.640264307,0.003110862,0.010121562,0.044476831,0.150034229,0.051431473,1975.591102,X65
612,44000,63000,35.1,0.105,0.401,0.028,0.019,0.057,0.131,0.001,1990,Grade B
2697,76895.01382,141100.6764,21.24897573,0.197203818,1.197595538,0.019967964,0.009226691,0.030253433,0.135531231,0.052431887,1957.45571,X56
822,54428.98888,63836.28391,30.83108721,0.202156642,0.508090859,0.019893523,0.04560433,0.062116469,0.044144648,0.001889522,1976.70011,Grade B
3094,75671.7238,87117.98269,21.70366816,0.251689502,0.934636318,0.011786033,0.014252407,0.321115191,0.090063558,0.003619829,1990.01905,X60
2596,76960.47845,121565.6477,20.79735113,0.172851931,0.490899945,0.0157266,0.011340673,0.017173208,0.16720925,0.03344243,1950.600138,X56
3458,73915.11994,86086.15931,26.90786114,0.12824753,0.881472147,0.023480743,0.012283567,0.033239935,0.098731305,0.051122428,1965.129118,X65
2302,66555.67089,91667.4486,31.97824368,0.25613924,1.0951524,0.010420031,0.027553737,0.058504406,0.02229985,0.023128644,1976.988446,X52
1825,50265.13268,77717.8417,23.99678404,0.255840346,0.730621101,0.025044913,0.066533889,0.018193596,0.367228852,0.001809319,1958.383806,X46
108,33775.58812,54227.78218,36.58654754,0.09875954,0.547153346,0.015407668,0.007580766,0.02751026,0.031038458,0.001557492,1954,Grade A
240,35024.61666,51710.18704,31.29897861,0.064968974,0.341849352,0.017321962,0.023221063,0.046804583,0.096623524,0.001514389,1948.408261,Grade A
3910,83415.72406,98460.6989,31.94608272,0.033636447,0.822974579,0.002565744,0.019347146,0.133168139,0.148218106,0.073092413,2008.716637,X70
2813,76829.78497,98336.59784,22.02542086,0.220179215,0.84279656,0.01319783,0.012949831,0.038956147,0.111098004,0.028154324,1955.419791,X56
2625,76842.66116,99310.4152,25.54009595,0.233468852,1.091267376,0.018085783,0.001444971,0.050022452,0.055799965,0.000889974,1951.530556,X56
749,42148.39145,70703.43996,31.37023317,0.202135133,0.868932531,0.018226194,0.01366999,0.011332265,0.072795264,0.000384396,1989.257326,Grade B
109,35151.76556,43148.29716,29.32967061,0.026203897,0.643817485,0.010963264,0.017106213,0.023536022,0.115054043,0.001140825,1946,Grade A
2744,77165.89353,140838.9091,25.00697841,0.178929864,0.304415126,0.008795443,0.003033016,0.001200509,0.115056929,0.036345635,1953.78882,X56
2929,69665.74268,84510.80411,33.35834662,0.218823154,0.92419861,0.012779253,0.001504289,0.074499171,0.072027421,0.016747828,1989,X60
491,68500,82000,27.5,0.17,0.52,0.017,0.005,0.059,0.013,0,1973,Grade B
232,35719.42359,55463.17672,25.17986405,0.089985732,0.591956852,0.025840813,0.015388676,0.032086818,0.116360666,0.000698591,1950.999424,Grade A
968,34514.3452,73979.87161,34.45163072,0.267237965,0.73471139,0.018428681,0.013312207,0.032983715,0.132707124,0.001633406,1977.248838,Grade B
2247,62058.56804,89560.56589,30.64902359,0.251066454,1.036833126,0.014355978,0.019730758,0.041485625,0.024588264,0.00137017,1957,X52
2238,64406.77253,71872.44512,32.29637588,0.187621776,1.042342589,0.001193713,0.018093909,0.09086328,0.345743059,0.003163584,1970,X52
2707,77318.14852,139764.7672,18.31966361,0.165421674,0.294036338,0.006997555,0.021933914,0.06877911,0.127017118,0.066560709,1947.848533,X56
2991,66086.37966,103416.3337,28.560688,0.228254211,0.906453191,0.013369535,0.00899924,0.223752782,0.140209889,0.025706464,1987,X60
2814,77041.37783,109241.4936,24.37589736,0.232572219,1.229858355,0.020232468,0.017926287,0.010919822,0.090426189,0.024312884,1954.841107,X56
3636,69779.40568,87578.27034,24.40711157,0.151462185,1.343415391,0.017658635,0.016162996,0.032899493,0.100990994,0.027860051,2000.427664,X65
673,49319.89534,75275.84504,36.35303067,0.232087377,0.473941006,0.027392648,0.032484871,0.118007357,0.025130202,0.000737203,1974,Grade B
4152,82197.20302,88965.48331,31.45068288,0.070660739,1.406800592,0.00356164,0.01221235,0.058441669,0.012019366,0.085927769,2010.470668,X70
4123,78994.28946,90060.88468,29.57067278,0.034887301,1.414603833,0.004382602,0.014922651,0.044728329,0.170970128,0.066062504,2005.038362,X70
4060,79283.33673,95162.42793,32.25611566,0.042657847,1.371055596,0.002936661,0.011267249,0.049825783,0.254015129,0.051444876,2008.303853,X70
3414,73360.23584,85982.06715,34.69107844,0.078586429,0.946069323,0.022391256,0.015644742,0.015717277,0.068958128,0.051972989,2013.615619,X65
2520,77505.53017,108558.4799,25.76013032,0.225715325,1.158163181,0.021549021,0.010919135,0.035939969,0.11732381,0.006052778,1952.7979,X56
2457,77485.84001,95641.66391,22.06620095,0.211372695,0.906648169,0.01938858,0.014973148,0.052654126,0.097886104,0.014224847,1952.098542,X56
3440,72136.01241,83829.82579,25.58196988,0.027464483,0.770520844,0.00445936,0.000420532,0.000278499,0.067743204,0.075308543,1992.672852,X65
2505,77069.14298,86592.54479,23.22462068,0.202265517,0.531417665,0.024744868,0.02032428,0.086170632,0.116928453,0.017068344,1953.454264,X56
368,35718.41309,51942.3424,28.46068214,0.083167671,0.619084874,0.021486043,0.007294287,0.025406478,0.049540157,0.000490873,1948.41903,Grade A
1092,52000,64500,30.5,0.186,0.7,0.012,0.005,0.029,0.031,0.001,1973,X42
1282,58532.21775,72680.49157,38.62461329,0.224326272,0.730867052,0.021794371,0.010874651,0.036232991,0.1152732,0.000835186,1962,X42
3201,66118.0031,88049.38338,29.0195146,0.165065257,1.44858817,0.017579048,0.00703908,0.185880904,0.06155044,0.011077155,1992.089821,X60
2312,65706.28429,94003.39099,24.15966432,0.261767937,1.186994695,0.011578251,0.026313521,0.008230347,0.020939292,0.011458778,1965.445045,X52
1995,59500,70500,29,0.182,0.81,0.021,0.011,0.026,0.04,0.03,1968,X52
3034,65531.10633,81303.91111,32.88574015,0.098983375,1.231933365,0.011676718,0.009669132,0.204798491,0.08508779,0.012256489,1974,X60
4133,78405.71486,98559.18167,32.89030818,0.084687403,1.221652771,0.001710298,0.016487849,0.114460262,0.092775802,0.078226241,2009.085114,X70
2539,77516.06654,95203.4465,23.17824376,0.111076354,0.754433544,0.016605896,0.016209562,0.08784937,0.153354288,0.024052566,1949.885444,X56
2911,66887.28881,88466.08866,24.52372368,0.171265654,1.281138306,0.018825683,0.007672148,0.051777115,0.096265934,0.027906551,1981,X60
1027,46200,69000,36.1,0.239,0.814,0.028,0.023,0.039,0.046,0.002,1955,X42
3130,73663.3616,92443.45752,32.99760523,0.155004546,0.919474124,0.017539629,0.009332941,0.133105865,0.070725388,5.85E-05,1982.629116,X60
553,39100,64000,44.4,0.185,0.462,0.014,0.004,0.006,0.009,0.001,1947,Grade B
581,42200,63500,41.2,0.218,0.392,0.022,0.006,0.007,0.009,0.001,1951,Grade B
1794,56225.54937,79106.6264,27.6216404,0.18579396,0.813348138,0.020150241,0.063131514,0.050861462,0.291407983,0.001239734,1973.65862,X46
1957,55800,82600,28,0.27,1.08,0.025,0.013,0.031,0.04,0.003,1972,X52
1366,62206.78864,79550.15421,26.03693493,0.214356505,0.327049563,0.008512786,0.012836038,0.047523037,0.082602474,0.002397044,1949.438815,X42
